Registration_Number,Registration_Date,Registration_Year,State,RTO_Office,Vehicle_Category,Vehicle_Sub_Type,Manufacturer_Brand,Fuel_Type,Emission_Norm,Engine_CC,Seating_Capacity,Vehicle_Age_Years,RegCheck,RegDate,CleanedRegDate
REG100174,19-01-2023,2023,Karnataka,Thrissur (KL-08),4W,Sedan,Hyundai,EV,BS6,0,6,1,REG19,19/01/2023,1/19/2023
REG100175,31-08-2021,2021,Karnataka,Pune (MH-12),LCV,Pickup Van,Ashok Leyland,Diesel,BS6,3298,9,3,REG19,31/08/2021,8/31/2021
REG100176,12/8/2019,2019,Karnataka,Indore (MP-09),2W,Motorcycle,Yamaha,Petrol,BS4,250,2,5,REG19,12/8/2019,12/8/2019
REG100177,8/7/2022,2022,Karnataka,Thrissur (KL-08),LCV,Pickup Van,Ashok Leyland,Diesel,BS6,3298,9,2,REG19,8/7/2022,8/7/2022
REG100178,10/2/2021,2021,Karnataka,Thrissur (KL-08),2W,Moped,TVS,EV,BS6,0,2,3,REG19,10/2/2021,10/2/2021
REG100179,17-08-2023,2023,Karnataka,Gwalior (MP-07),2W,Moped,Suzuki,Petrol,BS6,100,2,1,REG19,17/08/2023,8/17/2023
REG100180,8/2/2024,2024,Karnataka,Kozhikode (KL-11),4W,MUV,Kia,EV,BS6,0,7,0,REG19,8/2/2024,8/2/2024
REG100181,6/3/2023,2023,Karnataka,Warangal (TS-03),HCV,Bus,Eicher,CNG,BS6,3760,2,1,REG19,6/3/2023,6/3/2023
REG100182,8/7/2020,2020,Karnataka,Gwalior (MP-07),2W,Moped,Hero,EV,BS6,0,2,4,REG19,8/7/2020,8/7/2020
REG100183,28-02-2023,2023,Karnataka,Kolkata (WB-01),4W,SUV,Honda,Diesel,BS6,800,6,1,REG19,28/02/2023,2/28/2023
REG100184,17-08-2023,2023,Karnataka,Asansol (WB-39),2W,Moped,Honda,Petrol,BS6,150,2,1,REG19,17/08/2023,8/17/2023
REG100185,20-08-2019,2019,Karnataka,Amritsar (PB-02),4W,MUV,Mahindra,Petrol,BS4,1197,8,5,REG19,20/08/2019,8/20/2019
REG100186,22-03-2021,2021,Karnataka,Hubli (KA-25),4W,Hatchback,Renault,Diesel,BS6,1197,7,3,REG19,22/03/2021,3/22/2021
REG100187,4/7/2023,2023,Karnataka,Warangal (TS-03),2W,Motorcycle,TVS,Petrol,BS6,400,2,1,REG19,4/7/2023,4/7/2023
REG100188,7/6/2024,2024,Karnataka,Amritsar (PB-02),3W,Tempo,Piaggio,EV,BS6,0,7,0,REG19,7/6/2024,7/6/2024
REG100189,25-11-2019,2019,Karnataka,Thrissur (KL-08),3W,E-Rickshaw,Atul Auto,CNG,BS4,200,6,5,REG19,25/11/2019,11/25/2019
REG100190,10/8/2023,2023,Karnataka,Asansol (WB-39),2W,Moped,Ola Electric,Petrol,BS6,400,2,1,REG19,10/8/2023,10/8/2023
REG100191,26-04-2021,2021,Karnataka,Mumbai Central (MH-01),3W,E-Rickshaw,Piaggio,CNG,BS6,250,7,3,REG19,26/04/2021,4/26/2021
REG100192,11/11/2019,2019,Karnataka,Ahmedabad (GJ-01),2W,Moped,Ather,Petrol,BS4,400,2,5,REG19,11/11/2019,11/11/2019
REG100193,22-06-2023,2023,Karnataka,Belgaum (KA-22),4W,Sedan,Tata Motors,EV,BS6,0,5,1,REG19,22/06/2023,6/22/2023
REG100194,13-11-2023,2023,Karnataka,Bangalore Central (KA-01),HCV,Trailer,MAN,Diesel,BS6,3760,45,1,REG19,13/11/2023,11/13/2023
REG100195,27-07-2023,2023,Karnataka,Ujjain (MP-13),2W,Scooter,KTM,Petrol,BS6,160,2,1,REG19,27/07/2023,7/27/2023
REG100196,24-06-2022,2022,Karnataka,Kolkata (WB-01),4W,Sedan,MG,Diesel,BS6,1197,7,2,REG19,24/06/2022,6/24/2022
REG100197,15-10-2023,2023,Karnataka,Kozhikode (KL-11),4W,SUV,Honda,Petrol,BS6,1000,7,1,REG19,15/10/2023,10/15/2023
REG100198,16-07-2019,2019,Karnataka,Delhi North (DL-04),2W,Scooter,Bajaj,Petrol,BS4,0,2,5,REG19,16/07/2019,7/16/2019
REG100199,23-03-2023,2023,Karnataka,Kanpur (UP-78),HCV,Bus,Volvo,Diesel,BS6,6700,52,1,REG19,23/03/2023,3/23/2023
REG100200,22-08-2024,2024,Karnataka,Siliguri (WB-73),LCV,Pickup Van,Tata Motors,Diesel,BS6,2956,9,0,REG19,22/08/2024,8/22/2024
REG100201,10/12/2024,2024,Karnataka,Amritsar (PB-02),2W,Scooter,KTM,EV,BS6,0,2,0,REG19,10/12/2024,10/12/2024
REG100202,6/7/2024,2024,Karnataka,Gandhinagar (GJ-18),2W,Motorcycle,Suzuki,Petrol,BS6,250,2,0,REG19,6/7/2024,6/7/2024
REG100203,7/2/2021,2021,Karnataka,Jaipur (RJ-14),2W,Moped,Ather,Petrol,BS6,250,2,3,REG19,7/2/2021,7/2/2021
REG100204,19-02-2022,2022,Karnataka,Karimnagar (TS-01),4W,SUV,Skoda,EV,BS6,0,7,2,REG19,19/02/2022,2/19/2022
REG100205,21-01-2022,2022,Karnataka,Ajmer (RJ-01),HCV,Bus,Ashok Leyland,Diesel,BS6,3760,1,2,REG19,21/01/2022,1/21/2022
REG100206,16-06-2024,2024,Karnataka,Madurai (TN-58),4W,MUV,Tata Motors,CNG,BS6,1598,6,0,REG19,16/06/2024,6/16/2024
REG100207,30-09-2022,2022,Karnataka,Allahabad (UP-70),4W,SUV,Skoda,Diesel,BS6,2179,7,2,REG19,30/09/2022,9/30/2022
REG100208,19-12-2022,2022,Karnataka,Kolkata (WB-01),2W,Moped,Honda,Petrol,BS6,100,2,2,REG19,19/12/2022,12/19/2022
REG100209,25-10-2020,2020,Karnataka,Jalandhar (PB-08),2W,Moped,Ola Electric,EV,BS6,0,2,4,REG19,25/10/2020,10/25/2020
REG100210,24-12-2020,2020,Karnataka,Trichy (TN-45),4W,MUV,Tata Motors,EV,BS6,0,6,4,REG19,24/12/2020,12/24/2020
REG100211,9/11/2020,2020,Karnataka,Nashik (MH-15),2W,Motorcycle,Suzuki,CNG,BS6,350,2,4,REG19,9/11/2020,9/11/2020
REG100212,26-09-2024,2024,Karnataka,Thiruvananthapuram (KL-01),4W,Sedan,Renault,Diesel,BS6,1968,7,0,REG19,26/09/2024,9/26/2024
REG100213,15-12-2023,2023,Karnataka,Salem (TN-30),HCV,Trailer,Eicher,Diesel,BS6,5660,52,1,REG19,15/12/2023,12/15/2023
REG100214,27-05-2020,2020,Karnataka,Howrah (WB-13),HCV,Trailer,Eicher,Diesel,BS6,4998,45,4,REG19,27/05/2020,5/27/2020
REG100215,6/10/2019,2019,Karnataka,Udaipur (RJ-27),2W,Moped,Royal Enfield,Petrol,BS4,250,2,5,REG19,6/10/2019,6/10/2019
REG100216,10/2/2021,2021,Karnataka,Agra (UP-80),HCV,Bus,Volvo,Diesel,BS6,5660,45,3,REG19,10/2/2021,10/2/2021
REG100217,23-12-2021,2021,Karnataka,Gwalior (MP-07),4W,Sedan,Mahindra,Diesel,BS6,1498,6,3,REG19,23/12/2021,12/23/2021
REG100218,26-04-2023,2023,Karnataka,Belgaum (KA-22),4W,Sedan,Mahindra,Petrol,BS6,1462,5,1,REG19,26/04/2023,4/26/2023
REG100219,9/10/2023,2023,Karnataka,Mangalore (KA-19),2W,Scooter,Honda,CNG,BS6,125,2,1,REG19,9/10/2023,9/10/2023
REG100220,15-02-2021,2021,Karnataka,Varanasi (UP-65),3W,Auto Rickshaw,TVS,CNG,BS6,225,7,3,REG19,15/02/2021,2/15/2021
REG100221,22-07-2024,2024,Karnataka,Thiruvananthapuram (KL-01),HCV,Bus,BharatBenz,Diesel,BS6,6700,2,0,REG19,22/07/2024,7/22/2024
REG100222,26-05-2022,2022,Karnataka,Kozhikode (KL-11),LCV,Mini Truck,Ashok Leyland,CNG,BS6,0,15,2,REG19,26/05/2022,5/26/2022
REG100223,19-06-2021,2021,Karnataka,Khammam (TS-07),3W,Auto Rickshaw,Atul Auto,Diesel,BS6,225,7,3,REG19,19/06/2021,6/19/2021
REG100224,9/4/2022,2022,Karnataka,Durgapur (WB-40),4W,Hatchback,Toyota,Petrol,BS6,1197,8,2,REG19,9/4/2022,9/4/2022
REG100225,14-06-2024,2024,Karnataka,Allahabad (UP-70),2W,Scooter,Honda,Petrol,BS6,150,2,0,REG19,14/06/2024,6/14/2024
REG100226,21-10-2021,2021,Karnataka,Nagpur (MH-31),2W,Scooter,Royal Enfield,Petrol,BS6,100,2,3,REG19,21/10/2021,10/21/2021
REG100227,18-12-2021,2021,Karnataka,Vadodara (GJ-06),4W,Hatchback,Hyundai,Diesel,BS6,0,7,3,REG19,18/12/2021,12/18/2021
REG100228,1/9/2020,2020,Karnataka,Thiruvananthapuram (KL-01),4W,SUV,Toyota,CNG,BS6,1197,8,4,REG19,1/9/2020,1/9/2020
REG100229,22-04-2023,2023,Karnataka,Kollam (KL-02),2W,Moped,Ather,EV,BS6,0,2,1,REG19,22/04/2023,4/22/2023
REG100230,9/2/2022,2022,Karnataka,Ujjain (MP-13),LCV,Mini Truck,Eicher,Diesel,BS6,2523,9,2,REG19,9/2/2022,9/2/2022
REG100231,15-08-2021,2021,Karnataka,Khammam (TS-07),2W,Moped,TVS,Petrol,BS6,110,2,3,REG19,15/08/2021,8/15/2021
REG100232,21-08-2022,2022,Karnataka,Indore (MP-09),4W,MUV,Hyundai,Diesel,BS6,1197,8,2,REG19,21/08/2022,8/21/2022
REG100233,2/1/2018,2018,Karnataka,Asansol (WB-39),2W,Scooter,Royal Enfield,CNG,BS4,150,2,6,REG19,2/1/2018,2/1/2018
REG100234,29-08-2024,2024,Karnataka,Chandigarh (CH-01),2W,Scooter,Honda,EV,BS6,0,2,0,REG19,29/08/2024,8/29/2024
REG100235,17-08-2024,2024,Karnataka,Rajkot (GJ-03),2W,Motorcycle,Suzuki,Petrol,BS6,250,2,0,REG19,17/08/2024,8/17/2024
REG100236,20-07-2020,2020,Karnataka,Lucknow (UP-32),4W,Sedan,Toyota,Petrol,BS6,0,6,4,REG19,20/07/2020,7/20/2020
REG100237,6/8/2023,2023,Karnataka,Kochi (KL-07),LCV,Mini Truck,Ashok Leyland,Diesel,BS6,0,9,1,REG19,6/8/2023,6/8/2023
REG100238,5/12/2023,2023,Karnataka,Delhi North (DL-04),2W,Scooter,Bajaj,CNG,BS6,250,2,1,REG19,5/12/2023,5/12/2023
REG100239,11/12/2018,2018,Karnataka,Chandigarh (CH-01),2W,Motorcycle,Honda,EV,BS4,0,2,6,REG19,11/12/2018,11/12/2018
REG100240,29-01-2023,2023,Karnataka,Delhi Central (DL-01),2W,Motorcycle,Ather,Petrol,BS4,125,2,1,REG19,29/01/2023,1/29/2023
REG100241,11/12/2022,2022,Karnataka,Nizamabad (TS-05),2W,Moped,Ola Electric,Petrol,BS4,200,2,2,REG19,11/12/2022,11/12/2022
REG100242,1/2/2021,2021,Karnataka,Delhi West (DL-08),LCV,Light Bus,Eicher,Diesel,BS6,2956,15,3,REG19,1/2/2021,1/2/2021
REG100243,13-06-2023,2023,Karnataka,Jabalpur (MP-20),4W,Hatchback,Toyota,EV,BS6,0,8,1,REG19,13/06/2023,6/13/2023
REG100244,28-12-2024,2024,Karnataka,Madurai (TN-58),2W,Moped,KTM,Petrol,BS6,125,2,0,REG19,28/12/2024,12/28/2024
REG100245,11/5/2019,2019,Karnataka,Kolkata (WB-01),4W,MUV,Renault,Diesel,BS4,1462,7,5,REG19,11/5/2019,11/5/2019
REG100246,27-01-2023,2023,Karnataka,Bhopal (MP-04),HCV,Trailer,Tata Motors,Diesel,BS6,5660,45,1,REG19,27/01/2023,1/27/2023
REG100247,14-10-2022,2022,Karnataka,Ujjain (MP-13),4W,Hatchback,Mahindra,Hybrid,BS6,1462,8,2,REG19,14/10/2022,10/14/2022
REG100248,2/9/2024,2024,Karnataka,Delhi West (DL-08),2W,Motorcycle,Bajaj,Petrol,BS6,150,2,0,REG19,2/9/2024,2/9/2024
REG100249,14-07-2021,2021,Karnataka,Kollam (KL-02),4W,MUV,Mahindra,CNG,BS6,2179,7,3,REG19,14/07/2021,7/14/2021
REG100250,29-08-2023,2023,Karnataka,Vadodara (GJ-06),2W,Scooter,KTM,Petrol,BS6,200,2,1,REG19,29/08/2023,8/29/2023
REG100251,14-05-2023,2023,Karnataka,Delhi West (DL-08),2W,Motorcycle,Ola Electric,Petrol,BS6,400,2,1,REG19,14/05/2023,5/14/2023
REG100252,19-10-2021,2021,Karnataka,Patiala (PB-11),4W,SUV,Tata Motors,Petrol,BS6,1462,8,3,REG19,19/10/2021,10/19/2021
REG100253,27-03-2020,2020,Karnataka,Nizamabad (TS-05),2W,Scooter,KTM,EV,BS6,0,2,4,REG19,27/03/2020,3/27/2020
REG100254,9/12/2022,2022,Karnataka,Kollam (KL-02),3W,Tempo,Kinetic Green,CNG,BS6,200,3,2,REG19,9/12/2022,9/12/2022
REG100255,15-09-2020,2020,Karnataka,Kanpur (UP-78),LCV,Mini Truck,Tata Motors,EV,BS6,0,12,4,REG19,15/09/2020,9/15/2020
REG100256,30-07-2018,2018,Karnataka,Aurangabad (MH-20),4W,MUV,MG,Petrol,BS4,800,5,6,REG19,30/07/2018,7/30/2018
REG100257,9/8/2023,2023,Karnataka,Nizamabad (TS-05),4W,SUV,Maruti Suzuki,Diesel,BS6,1197,5,1,REG19,9/8/2023,9/8/2023
REG100258,16-05-2020,2020,Karnataka,Belgaum (KA-22),2W,Motorcycle,Ola Electric,EV,BS6,0,2,4,REG19,16/05/2020,5/16/2020
REG100259,2/6/2024,2024,Karnataka,Hubli (KA-25),HCV,Tanker,Eicher,Diesel,BS6,3760,1,0,REG19,2/6/2024,2/6/2024
REG100260,29-03-2023,2023,Karnataka,Mangalore (KA-19),2W,Moped,KTM,Petrol,BS6,110,2,1,REG19,29/03/2023,3/29/2023
REG100261,27-04-2024,2024,Karnataka,Siliguri (WB-73),4W,SUV,Skoda,Petrol,BS6,1462,8,0,REG19,27/04/2024,4/27/2024
REG100262,11/6/2023,2023,Karnataka,Ahmedabad (GJ-01),HCV,Trailer,Eicher,Diesel,BS6,3760,2,1,REG19,11/6/2023,11/6/2023
REG100263,17-10-2020,2020,Karnataka,Ludhiana (PB-10),4W,MUV,Hyundai,Petrol,BS6,1968,7,4,REG19,17/10/2020,10/17/2020
REG100264,20-02-2024,2024,Karnataka,Kanpur (UP-78),4W,Hatchback,Renault,Hybrid,BS6,1968,6,0,REG19,20/02/2024,2/20/2024
REG100265,9/9/2023,2023,Karnataka,Hubli (KA-25),4W,MUV,Toyota,Petrol,BS6,1462,7,1,REG19,9/9/2023,9/9/2023
REG100266,13-11-2021,2021,Karnataka,Karimnagar (TS-01),2W,Moped,Ola Electric,EV,BS4,0,2,3,REG19,13/11/2021,11/13/2021
REG100267,19-07-2023,2023,Karnataka,Delhi Central (DL-01),2W,Motorcycle,Suzuki,CNG,BS6,200,2,1,REG19,19/07/2023,7/19/2023
REG100268,9/3/2023,2023,Karnataka,Jaipur (RJ-14),2W,Scooter,KTM,Petrol,BS6,110,2,1,REG19,9/3/2023,9/3/2023
REG100269,1/7/2019,2019,Karnataka,Salem (TN-30),2W,Moped,Ather,Petrol,BS4,400,2,5,REG19,1/7/2019,1/7/2019
REG100270,13-02-2021,2021,Karnataka,Belgaum (KA-22),4W,SUV,Honda,Petrol,BS6,0,6,3,REG19,13/02/2021,2/13/2021
REG100271,10/9/2021,2021,Karnataka,Patiala (PB-11),2W,Scooter,TVS,Petrol,BS6,125,2,3,REG19,10/9/2021,10/9/2021
REG100272,9/5/2023,2023,Karnataka,Mysore (KA-09),2W,Scooter,Royal Enfield,EV,BS6,0,2,1,REG19,9/5/2023,9/5/2023
REG100273,22-07-2019,2019,Karnataka,Thrissur (KL-08),4W,Sedan,MG,Petrol,BS4,1598,8,5,REG19,22/07/2019,7/22/2019
REG100274,22-12-2021,2021,Karnataka,Udaipur (RJ-27),2W,Moped,Ola Electric,Petrol,BS6,150,2,3,REG19,22/12/2021,12/22/2021
REG100275,9/9/2023,2023,Karnataka,Durgapur (WB-40),2W,Scooter,Yamaha,Petrol,BS6,0,2,1,REG19,9/9/2023,9/9/2023
REG100276,30-10-2024,2024,Karnataka,Delhi West (DL-08),2W,Scooter,Yamaha,Petrol,BS6,400,2,0,REG19,30/10/2024,10/30/2024
REG100277,20-12-2020,2020,Karnataka,Trichy (TN-45),2W,Moped,KTM,CNG,BS6,110,2,4,REG19,20/12/2020,12/20/2020
REG100278,5/8/2023,2023,Karnataka,Varanasi (UP-65),2W,Scooter,Bajaj,Petrol,BS6,250,2,1,REG19,5/8/2023,5/8/2023
REG100279,3/8/2022,2022,Karnataka,Mangalore (KA-19),OTH,Crane,Escorts,Diesel,BS6,0,1,2,REG19,3/8/2022,3/8/2022
REG100280,30-06-2020,2020,Karnataka,Ajmer (RJ-01),4W,Hatchback,Hyundai,Hybrid,BS4,1197,5,4,REG19,30/06/2020,6/30/2020
REG100281,24-04-2018,2018,Karnataka,Jalandhar (PB-08),HCV,Trailer,BharatBenz,Diesel,BS4,0,52,6,REG19,24/04/2018,4/24/2018
REG100282,14-12-2021,2021,Karnataka,Khammam (TS-07),4W,Sedan,MG,Diesel,BS4,0,6,3,REG19,14/12/2021,12/14/2021
REG100283,14-03-2019,2019,Karnataka,Jaipur (RJ-14),3W,E-Rickshaw,Mahindra,CNG,BS6,250,6,5,REG19,14/03/2019,3/14/2019
REG100284,23-12-2019,2019,Karnataka,Udaipur (RJ-27),4W,MUV,Toyota,Diesel,BS6,2179,7,5,REG19,23/12/2019,12/23/2019
REG100285,25-02-2024,2024,Karnataka,Hubli (KA-25),2W,Moped,Honda,Petrol,BS6,125,2,0,REG19,25/02/2024,2/25/2024
REG100286,29-04-2022,2022,Karnataka,Kochi (KL-07),3W,Tempo,Piaggio,CNG,BS6,0,7,2,REG19,29/04/2022,4/29/2022
REG100287,19-08-2023,2023,Karnataka,Coimbatore (TN-37),4W,MUV,Honda,Petrol,BS6,1968,8,1,REG19,19/08/2023,8/19/2023
REG100288,6/4/2019,2019,Karnataka,Pune (MH-12),2W,Moped,Honda,EV,BS4,0,2,5,REG19,6/4/2019,6/4/2019
REG100289,10/6/2022,2022,Karnataka,Jodhpur (RJ-19),3W,E-Rickshaw,Kinetic Green,Diesel,BS6,0,7,2,REG19,10/6/2022,10/6/2022
REG100290,27-12-2020,2020,Karnataka,Allahabad (UP-70),2W,Scooter,KTM,EV,BS4,0,2,4,REG19,27/12/2020,12/27/2020
REG100291,3/4/2020,2020,Karnataka,Patiala (PB-11),2W,Motorcycle,Yamaha,Petrol,BS6,200,2,4,REG19,3/4/2020,3/4/2020
REG100292,6/4/2022,2022,Karnataka,Kochi (KL-07),3W,E-Rickshaw,Atul Auto,CNG,BS6,0,7,2,REG19,6/4/2022,6/4/2022
REG100293,13-11-2020,2020,Karnataka,Warangal (TS-03),4W,MUV,Kia,Petrol,BS6,800,7,4,REG19,13/11/2020,11/13/2020
REG100294,17-12-2023,2023,Karnataka,Nashik (MH-15),2W,Scooter,Ather,EV,BS6,0,2,1,REG19,17/12/2023,12/17/2023
REG100295,30-05-2023,2023,Karnataka,Varanasi (UP-65),3W,Auto Rickshaw,Atul Auto,CNG,BS6,200,6,1,REG19,30/05/2023,5/30/2023
REG100296,9/10/2023,2023,Karnataka,Delhi South (DL-09),2W,Scooter,Ola Electric,Hybrid,BS6,400,2,1,REG19,9/10/2023,9/10/2023
REG100297,14-08-2023,2023,Karnataka,Belgaum (KA-22),2W,Moped,Yamaha,EV,BS6,0,2,1,REG19,14/08/2023,8/14/2023
REG100298,18-08-2024,2024,Karnataka,Delhi North (DL-04),2W,Moped,Bajaj,Petrol,BS6,160,2,0,REG19,18/08/2024,8/18/2024
REG100299,19-12-2023,2023,Karnataka,Jaipur (RJ-14),2W,Motorcycle,Bajaj,Petrol,BS6,200,2,1,REG19,19/12/2023,12/19/2023
REG100300,31-01-2023,2023,Karnataka,Kollam (KL-02),4W,Sedan,Skoda,Petrol,BS6,1598,7,1,REG19,31/01/2023,1/31/2023
REG100301,14-12-2022,2022,Karnataka,Patiala (PB-11),2W,Moped,Royal Enfield,Petrol,BS6,110,2,2,REG19,14/12/2022,12/14/2022
REG100302,8/5/2023,2023,Karnataka,Salem (TN-30),HCV,Trailer,MAN,Diesel,BS6,4998,32,1,REG19,8/5/2023,8/5/2023
REG100303,20-08-2023,2023,Karnataka,Delhi North (DL-04),3W,Tempo,Kinetic Green,CNG,BS6,200,7,1,REG19,20/08/2023,8/20/2023
REG100304,17-06-2022,2022,Karnataka,Mangalore (KA-19),3W,E-Rickshaw,Kinetic Green,Diesel,BS6,200,7,2,REG19,17/06/2022,6/17/2022
REG100305,19-04-2021,2021,Karnataka,Mangalore (KA-19),4W,SUV,Hyundai,Diesel,BS6,2179,7,3,REG19,19/04/2021,4/19/2021
REG100306,15-12-2024,2024,Karnataka,Kota (RJ-20),2W,Moped,TVS,EV,BS6,0,2,0,REG19,15/12/2024,12/15/2024
REG100307,13-08-2024,2024,Karnataka,Mumbai Central (MH-01),4W,MUV,Maruti Suzuki,Petrol,BS6,2179,5,0,REG19,13/08/2024,8/13/2024
REG100308,17-02-2024,2024,Karnataka,Kanpur (UP-78),OTH,Tractor,John Deere,Diesel,BS6,5660,32,0,REG19,17/02/2024,2/17/2024
REG100309,25-12-2023,2023,Karnataka,Hubli (KA-25),4W,Sedan,Maruti Suzuki,Diesel,BS6,1462,8,1,REG19,25/12/2023,12/25/2023
REG100310,26-04-2019,2019,Karnataka,Bhopal (MP-04),4W,Hatchback,Mahindra,Diesel,BS4,0,8,5,REG19,26/04/2019,4/26/2019
REG100311,28-04-2019,2019,Karnataka,Mumbai Central (MH-01),4W,Hatchback,Honda,EV,BS4,0,5,5,REG19,28/04/2019,4/28/2019
REG100312,10/3/2021,2021,Karnataka,Thiruvananthapuram (KL-01),2W,Scooter,Royal Enfield,Petrol,BS4,125,2,3,REG19,10/3/2021,10/3/2021
REG100313,19-03-2023,2023,Karnataka,Belgaum (KA-22),4W,Sedan,MG,Diesel,BS6,1968,8,1,REG19,19/03/2023,3/19/2023
REG100314,8/8/2023,2023,Karnataka,Delhi Central (DL-01),LCV,Mini Truck,Tata Motors,CNG,BS6,3298,9,1,REG19,8/8/2023,8/8/2023
REG100315,26-05-2022,2022,Karnataka,Delhi West (DL-08),4W,Sedan,Renault,CNG,BS6,800,7,2,REG19,26/05/2022,5/26/2022
REG100316,11/9/2023,2023,Karnataka,Delhi South (DL-09),4W,Sedan,Honda,Petrol,BS6,1968,5,1,REG19,11/9/2023,11/9/2023
REG100317,8/3/2024,2024,Karnataka,Delhi North (DL-04),4W,Hatchback,Renault,Petrol,BS6,1968,8,0,REG19,8/3/2024,8/3/2024
REG100318,15-05-2022,2022,Karnataka,Ajmer (RJ-01),4W,MUV,Hyundai,Petrol,BS6,1462,5,2,REG19,15/05/2022,5/15/2022
REG100319,26-12-2023,2023,Karnataka,Nashik (MH-15),3W,Tempo,Kinetic Green,Diesel,BS6,0,3,1,REG19,26/12/2023,12/26/2023
REG100320,15-04-2021,2021,Karnataka,Ujjain (MP-13),4W,Sedan,Kia,Petrol,BS6,1197,7,3,REG19,15/04/2021,4/15/2021
REG100321,30-01-2022,2022,Karnataka,Allahabad (UP-70),4W,Hatchback,Kia,EV,BS6,0,5,2,REG19,30/01/2022,1/30/2022
REG100322,31-03-2023,2023,Karnataka,Lucknow (UP-32),3W,Tempo,Bajaj,CNG,BS6,200,3,1,REG19,31/03/2023,3/31/2023
REG100323,13-05-2022,2022,Karnataka,Kochi (KL-07),4W,Sedan,MG,Diesel,BS6,1197,7,2,REG19,13/05/2022,5/13/2022
REG100324,26-09-2023,2023,Karnataka,Madurai (TN-58),4W,Hatchback,Maruti Suzuki,Diesel,BS6,1000,7,1,REG19,26/09/2023,9/26/2023
REG100325,18-10-2021,2021,Karnataka,Kollam (KL-02),4W,MUV,MG,Diesel,BS6,1197,7,3,REG19,18/10/2021,10/18/2021
REG100326,7/1/2022,2022,Karnataka,Madurai (TN-58),4W,Hatchback,Mahindra,Hybrid,BS6,1462,5,2,REG19,7/1/2022,7/1/2022
REG100327,2/12/2022,2022,Karnataka,Durgapur (WB-40),2W,Motorcycle,TVS,Petrol,BS6,250,2,2,REG19,2/12/2022,2/12/2022
REG100328,10/7/2023,2023,Karnataka,Delhi West (DL-08),2W,Moped,Yamaha,Petrol,BS6,110,2,1,REG19,10/7/2023,10/7/2023
REG100329,25-05-2019,2019,Karnataka,Hyderabad (TS-09),2W,Moped,Hero,Petrol,BS4,160,2,5,REG19,25/05/2019,5/25/2019
REG100330,15-11-2021,2021,Karnataka,Jaipur (RJ-14),4W,Hatchback,Toyota,Petrol,BS6,1462,8,3,REG19,15/11/2021,11/15/2021
REG100331,4/1/2023,2023,Karnataka,Ajmer (RJ-01),OTH,Tractor,Escorts,Petrol,BS6,6700,1,1,REG19,4/1/2023,4/1/2023
REG100332,12/7/2018,2018,Karnataka,Delhi South (DL-09),2W,Moped,Hero,Petrol,BS4,160,2,6,REG19,12/7/2018,12/7/2018
REG100333,30-12-2024,2024,Karnataka,Mysore (KA-09),3W,Auto Rickshaw,Mahindra,Diesel,BS6,250,3,0,REG19,30/12/2024,12/30/2024
REG100334,13-02-2024,2024,Karnataka,Pune (MH-12),LCV,Light Bus,Force Motors,CNG,BS6,2523,15,0,REG19,13/02/2024,2/13/2024
REG100335,2/5/2023,2023,Karnataka,Salem (TN-30),2W,Moped,Hero,EV,BS6,0,2,1,REG19,2/5/2023,2/5/2023
REG100336,20-05-2021,2021,Karnataka,Vadodara (GJ-06),HCV,Tanker,MAN,CNG,BS6,4998,1,3,REG19,20/05/2021,5/20/2021
REG100337,9/6/2020,2020,Karnataka,Delhi East (DL-02),4W,Hatchback,Tata Motors,Petrol,BS6,1968,5,4,REG19,9/6/2020,9/6/2020
REG100338,16-02-2022,2022,Karnataka,Nizamabad (TS-05),HCV,Bus,BharatBenz,Diesel,BS6,4998,32,2,REG19,16/02/2022,2/16/2022
REG100339,22-07-2023,2023,Karnataka,Kollam (KL-02),2W,Scooter,TVS,Petrol,BS6,400,2,1,REG19,22/07/2023,7/22/2023
REG100340,8/10/2024,2024,Karnataka,Nagpur (MH-31),2W,Motorcycle,Hero,Petrol,BS6,150,2,0,REG19,8/10/2024,8/10/2024
REG100341,24-04-2019,2019,Karnataka,Mangalore (KA-19),2W,Motorcycle,Honda,Petrol,BS6,125,2,5,REG19,24/04/2019,4/24/2019
REG100342,12/1/2022,2022,Karnataka,Delhi North (DL-04),2W,Moped,Honda,EV,BS6,0,2,2,REG19,12/1/2022,12/1/2022
REG100343,26-01-2018,2018,Karnataka,Delhi North (DL-04),4W,Hatchback,Toyota,Petrol,BS4,1197,8,6,REG19,26/01/2018,1/26/2018
REG100344,5/4/2020,2020,Karnataka,Thrissur (KL-08),3W,E-Rickshaw,Kinetic Green,Diesel,BS6,250,6,4,REG19,5/4/2020,5/4/2020
REG100345,30-07-2023,2023,Karnataka,Howrah (WB-13),2W,Moped,Ola Electric,Petrol,BS6,400,2,1,REG19,30/07/2023,7/30/2023
REG100346,7/5/2020,2020,Karnataka,Kolkata (WB-01),2W,Scooter,TVS,Petrol,BS6,400,2,4,REG19,7/5/2020,7/5/2020
REG100347,17-10-2023,2023,Karnataka,Nashik (MH-15),4W,SUV,MG,Diesel,BS6,0,7,1,REG19,17/10/2023,10/17/2023
REG100348,24-05-2018,2018,Karnataka,Agra (UP-80),2W,Scooter,Ola Electric,Petrol,BS3,100,2,6,REG19,24/05/2018,5/24/2018
